Gestão SUS,Esfera,Coord Reg de Saúde,Superv Tec de Saude,Subprefeitura,Distrito,nº CNES,Nome,Endereco,Telefone
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Itaquera,2077639,HOSP MUN PLANALTO WALDOMIRO DE PAULA,"R. AUGUSTO CARLOS BAUMANN, 1074, ITAQUERA, São Paulo, 08210590",3394-8990
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Cidade Líder,2752115,SAE DST/AIDS CIDADE LIDER II,"R. MEDIO IGUAÇU, 86, CIDADE LIDER, São Paulo, 08285130",2748-1139
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Itaquera,3335224,SUPERVISAO TECNICA SAUDE ITAQUERA,"R. AMERICO SALVADOR NOVELLI, 36, ITAQUERA, São Paulo, 08210220",
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,José Bonifácio,2815478,SUVIS ITAQUERA,"AV. PROF JOÃO BATISTA CONTI, 331, BONIFÁCIO - COHAB II, São Paulo, 08255-210",2523-5405
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Itaquera,6408168,UBS AGUIA DE HAIA,"R. TANTAS PALAVRAS, 59, COHAB ÁGUIA DE HAIA, São Paulo, 08223510",3756-3264
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Cidade Líder,2786907,UBS CIDADE LIDER I,"R. DR FRANCISCO MUNHOZ FILHO, 379, CIDADE LIDER, São Paulo, 08280000",2748-0035
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Parque do Carmo,2787075,UBS GLEBA DO PESSEGO,"R. MALMEQUER DO CAMPO, 214, PQ DO CARMO, São Paulo, 08265380",2522-3177
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Itaquera,2752255,UBS ITAQUERA,"R. AMÉRICO SALVADOR NOVELLI, 265, ITAQUERA, São Paulo, 08210090",2286-0015
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Cidade Líder,4050088,UBS J BRASILIA,"AV. OSVALDO VALLE CORDEIRO, 245, JD BRASILIA, São Paulo, 03584000",2743-9476
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Parque do Carmo,2774798,UBS J COPA,"R. PONTA DE LUCENA, 330, ITAQUERA, São Paulo, 08270340",2524-5020
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Parque do Carmo,2787431,UBS J HELIAN,"R. CARMEM CARDOSO BORDINI, 184, JD HELIAN, São Paulo, 08265090",2521-7615
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Cidade Líder,2752271,UBS J ITAPEMA,"R. COSTEIRA, 572, JD ARISI, São Paulo, 03573010",2724-6146
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Cidade Líder,2027054,UBS J MARILIA,"R. ELZA DOS ANJOS NEVES, 100, CIDADE LIDER, São Paulo, 03585100",2743-9526
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,José Bonifácio,4049942,UBS J SAO PEDRO-FRANCISCO ANTONIO CESARONI,"R. SILVIANOPOLIS, 370, JD SÃO PEDRO, São Paulo, 08420680",2552-5355
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Cidade Líder,2086808,UBS J STA MARIA,"R. EMBIRATAÍ, 201, JD SANTA MARIA, São Paulo, 03576000",2724-7004
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Cidade Líder,2787865,UBS J STA TEREZINHA,"AV. DOS LATINOS, 205, JD SANTA TEREZINHA, São Paulo, 03572000",2721-1815
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,José Bonifácio,2026996,UBS JOSÉ BONIFACIO I(AE até set/09),"AV. PROF. OSVALDO DE OLIVEIRA, 610, JD HELENA, São Paulo, 08420280",2557-8844
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,José Bonifácio,4049950,UBS JOSE BONIFACIO II,"R. MURMÚRIOS DA TARDE, 30, COHAB JOSE BONIFÁCIO, São Paulo, 08253580",2521-5625
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,José Bonifácio,4050142,UBS JOSE BONIFACIO III/LUCY MAYUMI UDAKIRI,"R. SILVIO BARBINI, 40, ITAQUERA, São Paulo, 08250650",2944-6086
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Parque do Carmo,4050134,UBS NSRA DO CARMO,"R. VERÍSSIMO DA SILVA, 136, JD NOSSA SRA.DO CARMO, São Paulo, 08275270",2748-5103
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Itaquera,2788179,UBS PARADA XV DE NOVEMBRO,"R. IBIAJARA, 804, PARADA XI DE NOVEMBRO, São Paulo, 08246101",2286-0017
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Parque do Carmo,3004341,UBS STO ESTEVAO-CARMOSINA,"R. CACHOEIRA DA ILHA, 355, ITAQUERA, São Paulo, 08270110",2523-0577
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Itaquera,2788772,UBS V CARMOSINA,"R. IPOPOCA, 61, ITAQUERA, São Paulo, 08290330",2524-7796
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Itaquera,2789094,UBS V NSRA APARECIDA,"R. PAULINO SERQUEIRA x GUAIA GUAÇU, 1, ITAQUERA, São Paulo, 08215160",2079-7871
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Itaquera,4050126,UBS V RAMOS-LUIS AUGUSTO DE CAMPOS,"AV. AUGUSTO ANTUNES, 1631, LIMOEIRO, São Paulo, 08235630",2051-7317
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Itaquera,4050029,UBS V REGINA,"R. CATARINA LOPES, 450, VILA REGINA, São Paulo, 08225000",2205-6003
SMS,MUNICIPAL,Leste,Itaquera,Itaquera,Itaquera,4050215,UBS V SANTANA,"R. VITOR JOSE DE CASTRO, 84, VL SANTANA, São Paulo, 08240300",2051-3962
SMS,PRIVADA,Leste,Itaquera,Itaquera,Itaquera,2073471,CLINICA LESTE-CLINICA NEFROLOGICA,"R. AUGUSTO CARLOS BAUMANN, 623, ITAQUERA, São Paulo, 08210590",2205-3888
SMS,PRIVADA,Leste,Itaquera,Itaquera,Itaquera,7096712,INSTITUTO DA VISAO - V CARMOSINA,"R. PORTO XAVIER, 66, VILA CARMOSINA, São Paulo, 08210-170",2071-5614
SES,ESTADUAL,Leste,São Mateus,São Mateus,São Mateus,2077493,HOSP SES GERAL DE SAO MATEUS-MANOEL BIFULCO,"R. ANGELO DE CANDIA, 540, SAO MATEUS, São Paulo, 03958000",2014-5000
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,Iguatemi,6135412,AMA CONQUISTA III,"TRAVESSA SOMOS TODOS IGUAIS, 330, SÃO MATEUS, São Paulo, 08343000",2734-2079
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,Iguatemi,6135889,AMA JARDIM DAS LARANJEIRAS,"R. BENTO GUELFI, 1100, JD DA LARANJEIRAS, São Paulo, 08381001",2731-7252
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Rafael,6135862,AMA JARDIM SANTO ANDRE,"R. MIGUEL FERREIRA DE MELO, 497, JD SANTO ANDRÉ, São Paulo, 08390000",2751-4339
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,6136109,AMA JARDIM TIETE I,"AV. ENGENHO NOVO, 120, JD TIETÊ, São Paulo, 03943020",2962-3644
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Rafael,6143202,AMA SAO FRANCISCO II,"R. BANDEIRA DE ARACAMBI, 704, JD RODOLFO PIRANI, São Paulo, 08310010",2751-6712
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,6391869,AMA. ESPECIALIDADES J TIETE II,"R. AUGUSTO FERREIRA RAMOS, 9, JD TIETE, São Paulo, 03947030",2919-5248
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,7272499,BASE SAMU - LESTE - SAO MATEUS - URAM MC1077,"AV. RAGUEB CHOHFI, 822, JD TRES MARIAS, São Paulo, 08375-000",
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,7271980,BASE SAMU - LESTE - SAO MATEUS - AM 969,"AV. RAGUEB CHOHFI, 822, JD TRES MARIAS, São Paulo, 08375-000",
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,7272472,BASE SAMU - LESTE - SAO MATEUS - AM 970,"AV. RAGUEB CHOHFI, 822, JD TRES MARIAS, São Paulo, 08375-000",
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,7001363,BASE SAMU - LESTE - SAO MATEUS - AM894,"AV. RAGUEB CHOFFI, 822, JARDIM TRES MARIAS, São Paulo, 08375-000",
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,7030436,BASE SAMU - LESTE - SAO MATEUS - AM968,"AV. RAGUEB CHOHFI, 822, JD TRES MARIAS, São Paulo, 08375-000",
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,7272502,BASE SAMU - LESTE - SAO MATEUS - URAM MC1118,"AV. RAGUEB CHOHFI, 822, JD TRES MARIAS, São Paulo, 08375-000",
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,3025012,CAPS AD II SÃO MATEUS,"R. JOAQUIM GOUVEA FRANCO, 150, SÃO MATEUS, São Paulo, 03961020",2019-8143
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,2069148,CAPS Adulto I SÃO MATEUS,"R. CLÓVIS MONTEIRO DE CARVALHO JUNIOR, 22, JD TIETÊ, São Paulo, 03946060",2962-3464
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,2069059,CAPS Infantil II SÃO MATEUS,"AV. CLAUDIO AUGUSTO FERNANDES, 188, CIDADE SÃO MATEUS, São Paulo, 03962-120",2012-5956
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,3219852,CENTRO DIAG.IMAGEM SAO MATEUS,"AV. MATEO BEI, 838, SÃO MATEUS, São Paulo, 03949000",2919-0697
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,3826872,CR PLANTAS MED PRAT NAT SAUD-S MATEUS,"R. DR AURELIANO DA SILVA ARRUDA, 403, CID. SÃO MATEUS, São Paulo, 03960050",2012-5175
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,3219798,CTA SAO MATEUS,"AV. MATEO BEI, 838, SÃO MATEUS, São Paulo, 03943000",2919-0697
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,2075423,PA SÃO MATEUS II,"R. MAESTRO JOÃO BALAN, 88, CIDADE SÃO MATEUS, São Paulo, 03963010",2919-6018
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,3335380,SUPERVISAO TECNICA SAUDE SAO MATEUS,"AV. RAGUEB CHOHF, 01400, PQ SAO LOURENCO, São Paulo, 08375000",
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,3094197,SUVIS SAO MATEUS,"AV. RAGUEB CHOHF, 1400, SÃO MATEUS, São Paulo, 08375000",2013-1139
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,Iguatemi,3219887,UBS CDHU-PALANQUE,"R. PTE. DA AMIZADE (ALT. AV. RAGUEB CHOHFI, 7208), 2, JD PALANQUE, São Paulo, 08375000",2735-3820
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,Iguatemi,3738647,UBS CONQUISTA III,"R. SOMOS TODOS IGUAIS, 330, SÃO MATEUS, São Paulo, 08343000",2735-4202
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Rafael,2027011,UBS J CARRAOZINHO,"R. MARCOS GONCALVES CORREIA, 25, JD VILA CARRÃO, São Paulo, 08340320",2754-0622
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,2787296,UBS J COLONIAL,"AV. JOSÉ RODRIGUES SANTARÉM, 464, JD COLONIAL, São Paulo, 03968010",2919-0554
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Rafael,4050037,UBS J COLORADO - JOSE PIRES,"R. DR JOSÉ DE ARAÚJO VIEIRA, 61, SÃO RAFAEL, São Paulo, 08310240",2754-2382
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Rafael,2786931,UBS J DA CONQUISTA I,"R. PERAMIRIM (esq. R. MARCOS GONÇALVES CORREIA), 1, VL BELA, São Paulo, 08340500",2253-4573
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,Iguatemi,3219771,UBS J DA CONQUISTA II,"TRAVESSA SOMOS TODOS IGUAIS, 915, JD CONQUISTA, São Paulo, 08343000",2735-3079
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,Iguatemi,2787342,UBS J DAS LARANJEIRAS,"R. BENTO GUELFI, 1100, JD DA LARANJEIRAS, São Paulo, 08381001",2731-7252
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,2787482,UBS J IV CENTENARIO,"R. CAMPO FLORIDO, 482, JD IMPERADOR, São Paulo, 03940060",2721-4249
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,2027046,UBS J PARAGUACU-GONCALO F ALVES,"R. TAIOBEIRAS, 125, JD PARAGUACU, São Paulo, 03941060",2727-0484
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,Iguatemi,2787741,UBS J ROSELI,"R. SIMÃO NUNES, 31, JD ROSELI, São Paulo, 08380039",2731-5143
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Rafael,2787873,UBS J STO ANDRE,"R. MIGUEL FERREIRA DE MELO, 497, JD SANTO ANDRÉ, São Paulo, 08390000",2751-4339
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,2787881,UBS J TIETE I,"AV. ENGENHO NOVO, 120, JD TIETÊ, São Paulo, 03943020",2962-3644
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,2752298,UBS J TIETE II,"R. AUGUSTO FERREIRA RAMOS, 9, JD TIETÊ, São Paulo, 03947030",2917-0093
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,2788152,UBS NOVE DE JULHO,"R. SIBALDO LINS, 146, JD NOVE DE JULHO, São Paulo, 03953100",2919-0200
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,Iguatemi,2788276,UBS PQ BOA ESPERANCA,"AV. RAGUEB CHOHFI, 3826, JD AUGUSTO, São Paulo, 08490500",2731-0669
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Rafael,4049853,UBS PQ SAO RAFAEL,"R. DR ARISTIDES RICARDO, 313, PQ SÃO RAFAEL, São Paulo, 08311270",2919-5006
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,Iguatemi,2788489,UBS RECANTO VERDE SOL,"R. PEDRO RAMAZZANI, 3, RECANTO VERDE SOL, São Paulo, 08381800",2134-3271
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Rafael,4050061,UBS RIO CLARO,"R. CINIRA POLÔNIO, 33, JD RIO CLARO, São Paulo, 08395320",2751-5112
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,2027038,UBS SANTA BARBARA,"R. SOL, 45, CIDADE SATÉLITE STA. BARBARA, São Paulo, 08330360",2919-5857
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Rafael,2788527,UBS SAO FRANCISCO II CEO II,"R. BANDEIRA DE ARACAMBI, 704, JD RODOLFO PIRANI, São Paulo, 08310010",2751-6712
SMS,MUNICIPAL,Leste,São Mateus,São Mateus,São Mateus,2788535,UBS SAO MATEUS I,"R. ANGELO DE CANDIA, 1058, SÃO MATEUS, São Paulo, 03958000",2919-1717
SES,ESTADUAL,Leste,São Miguel,São Miguel,São Miguel,2092344,IPGG INST PAUL GERI E GERONT JOSE ERMIRIO MORAES,"PRAÇA PADRE ALEIXO MONTEIRO MAFRA, 34, SAO MIGUEL PAULISTA, São Paulo, 08011010",2030-4067
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,6135722,AMA DR TITO LOPES DA SILVA,"R. PROF. ANTONIO GAMA DE CERQUEIRA, 347, VL AMERICANA, São Paulo, 08010130",2956-9099
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Jardim Helena,6135994,AMA JARDIM HELENA,"AV. KUMAKI AOKI, 785, JD HELENA, São Paulo, 08090370",2586-2971
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Jardim Helena,6135870,AMA JD ROMANO,"R. RIO MANUEL ALVES, 57, ITAIM PAULISTA, São Paulo, 08190450",3678-5222
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Jardim Helena,5963826,AMA PQ PAULISTANO,"R. SILVEIRA PIRES, 265, PQ PAULISTANO, São Paulo, 08080160",2025-9468
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,6136001,AMA SITIO DA CASA PINTADA,"AV. MARIA SANTANA, 101, SÃO MIGUEL PAULISTA, São Paulo, 08040450",2053-0800
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,2751976,AMB ESPEC DR TITO LOPES DA SILVA - CEO,"R. PROF. ANTONIO GAMA DE CERQUEIRA, 347, VL AMERICANA, São Paulo, 08010130",2956-9099
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Jardim Helena,7001444,BASE SAMU - LESTE - JARDIM HELENA - AM973,"R. ALVARO COELHO, 200, PQ PAULISTANO, São Paulo, 08070-130",
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,7001401,BASE SAMU - LESTE - SAO MIGUEL - AM971,"R. PROFESSOR ANTONIO GAMA CERQUEIRA, 347, SAO MIGUEL, São Paulo, 08010-130",
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,7001371,BASE SAMU - LESTE - SAO MIGUEL PB - AM897 SIV,"R. NORDESTINA, 475, VILA AMERICANA, São Paulo, 08021-000",
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,7024231,CAPS AD III SAO MIGUEL,"R. TAIUVINHA, 200, VILA JACUI, São Paulo, 08060-040",2031-6956
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,2752018,CAPS Adulto II SÃO MIGUEL,"R. OTÁVIO DE ROSA, 37, SÃO MIGUEL, São Paulo, 08011150",2956-8047
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,5695791,CAPS Infantil II SÃO MIGUEL,"R. MIGUEL DE OLIVEIRA, 195, SÃO MIGUEL PAULISTA, São Paulo, 08062040",2214-7364
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,3446875,COORDENAÇÃO REGIONAL DE SAUDE LESTE,"AV. PIRES DO RIO, 199, SAO MIGUEL PAULISTA, São Paulo, 08020000",
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,2752069,CTA SAO MIGUEL,"R. ENGENHEIRO MANUEL OSORIO, 151, SÃO MIGUEL PAULISTA, São Paulo, 08010160",2097-6052
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,2080583,HOSP MUN TIDE SETUBAL,"R. DR JOSÉ GUILHERME EIRAS, 123, SÃO MIGUEL PAULISTA, São Paulo, 08010220",3394-8770
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,2091771,LAB SÃO MIGUEL PAULISTA(gestSMS2012),"AV. MARIA SANTANA, 101, SAO MIGUEL PAULISTA, São Paulo, 08040300",2057-5708
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,3335151,SUPERVISAO TECNICA SAUDE ERMELINO MATARAZZO/SAO MIGUEL,"R. DONA ANA FLORA PINHEIRO DE SOUZA, 79, SAO MIGUEL PAULISTA, São Paulo, 08060150",
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,2027429,SUVIS SAO MIGUEL,"R. JOSE PEREIRA CARDOSO, 193, SÃO MIGUEL PAULISTA, São Paulo, 08011-310",2297-0258
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,2786915,UBS CIDADE NOVA SAO MIGUEL,"AV. MOACIR DANTAS ITAPICURU, 1008, SÃO MIGUEL PAULISTA, São Paulo, 08042290",2051-3560
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,2046962,UBS CIDADE PEDRO JOSE NUNES,"R. JOSÉ BARGAS, 143, JD PEDRO JOSE NUNES, São Paulo, 08061020",2297-5453
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,2787334,UBS J DAS CAMELIAS,"AV. TRÊVO DE SANTA MARIA, 79, SÃO MIGUEL PAULISTA, São Paulo, 08050570",2051-8788
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Jardim Helena,4049934,UBS J HELENA,"AV. KUMAKI AOKI, 785, JD HELENA, São Paulo, 08090370",2581-1661
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Jardim Helena,2062658,UBS J MAIA,"R. MARFIM VEGETAL, 108, JD MAIA, São Paulo, 08081330",2581-6962
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Jardim Helena,2787733,UBS J ROMANO,"R. RIO MANUEL ALVES, 57, ITAIM PAULISTA, São Paulo, 08190450",2581-3737
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,6873286,UBS JARDIM LAPENNA,"R. SERRA DA JURUOCA, 36, SÃO MIGUEL PAULISTA, São Paulo, 08071-180",2058-3722
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,2788209,UBS NITRO OPERARIA-PAULO FELDMAN,"R. CUMARU, 14, SÃO MIGUEL PAULISTA, São Paulo, 08010380",2956-6923
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Jardim Helena,6283616,UBS PARQUE PAULISTANO,"R. SILVEIRA PIRES, 265, PARQUE PAULISTANO, São Paulo, 08080160",3678-7310
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,2091798,UBS SITIO DA CASA PINTADA,"AV. MARIA SANTANA, 101, SÃO MIGUEL PAULISTA, São Paulo, 08040450",2053-0800
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,2788608,UBS STA INES,"R. FREI FIDELIS MOTA, 1001, PQ CRUZEIRO DO SUL, São Paulo, 08070130",2297-9669
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,2788659,UBS THERSIO VENTURA,"R. ARRAIAL DE SANTA BARBARA, 996, CIDADE PEDRO J NUNES, São Paulo, 08061360",2545-1026
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,2819856,UBS UNIAO DE V NOVA II-ADAO MANOEL,"R. ADÃO MANOEL DA SILVA, 16 C, SÃO MIGUEL PAULISTA, São Paulo, 08072180",2297-4782
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,2027291,UBS UNIAO V NOVA I,"R. GRAZIELE BALDAK GOMES, 36, SÃO MIGUEL PAULISTA, São Paulo, 08070000",2956-3837
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,Vila Jacuí,2789000,UBS V JACUI,"R. EDIPO FELICIANO, 165, VL JACUÍ, São Paulo, 08060220",2297-8709
SMS,MUNICIPAL,Leste,São Miguel,São Miguel,São Miguel,2075016,UBS V PROGRESSO,"R. REAL HORTO, 115, VL PROGRESSO, São Paulo, 08245260",2035-2488
SMS,PRIVADA,Leste,São Miguel,São Miguel,São Miguel,2048094,CLINICA SAO MIGUEL DE NEFRO S/C LTDA,"R. ESTANISLAU DE MIRANDA, 18, SAO MIGUEL PAULISTA, São Paulo, 08011710",2037-2217
SMS,PRIVADA,Leste,São Miguel,São Miguel Casa,São Miguel,7293194,UNIDADE MOVEL PROJETO CIES LESTE,"AV. PIRES DO RIO, 199, SÃO MIGUEL, São Paulo, 08020-000",
SES,ESTADUAL,Norte,Casa Verde/ Cachoeirinha,Verde/ Cachoeirin Casa,Cachoeirinh a,2688573,HOSP SES GERAL V N CACHOEIRINHA- ALVARO S,"AV. DEPUTADO EMILIO CARLOS, 3000, VL NOVA CAHOEIRINHA, São Paulo, 02720200",3859-4822
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Cachoeirinh a,6148344,AMA JARDIM PERI,"AV. PERI RONCHETTI, 914, JD PERI, São Paulo, 02633000",2231-1822
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha,Casa Verde,6148360,AMA MASSAGISTA MARIO AMERICO,"R. OSCAR DE MOURA LACERDA, 231, IMIRIM, São Paulo, 02541070",2239-2222
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Limão,6148379,AMA VILA BARBOSA,"AV. MANDAQUI, 197, LIMÃO, São Paulo, 02550000",3951-6457
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Casa Verde,6148336,AMA. ESPECIALIDADES PARQUE PERUCHE,"R. JOSÉ RANGEL DE CAMARGO, 500, PQ PERUCHE, São Paulo, 02538010",3858-9865
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Cachoeirinh a,7001509,BASE SAMU - NORTE - CACHOEIRINHA - AM840,"AV. DEPUTADO EMILIO CARLOS, 3100, LIMAO, São Paulo, 02720-200",
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Casa Verde,7030495,BASE SAMU - NORTE - CASA VERDE - AM905 SAV,"R. ALFONSO RENALDO GALLUCCI, 5, CASA VERDE BAIXA, São Paulo, 02510-010",
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Casa Verde,7272065,BASE SAMU - NORTE - CASA VERDE - AM919 SIV,"R. ALFONSO RENALDO GALLUCCI, 5, CASA VERDE, São Paulo, 02510-010",
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Cachoeirinh a,6148387,CAPS AD II CACHOEIRINHA,"R. DESEMBARGADOR RODRIGUES SETTE, 111, CACHOEIRINHA, São Paulo, 02634070",2232-4770
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Casa Verde,6280161,CAPS Adulto II CASA VERDE,"R. FERREIRA DE ALMEIDA, 22, CASA VERDE, São Paulo, 02517150",3858-3579
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Cachoeirinh a,6700268,CAPS Infantil II CASA VERDE CACHOEIRINHA LIMAO,"R. SETE DE DEZEMBRO, 72, V BELA VISTA, São Paulo, 02617080",2233-2839
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Cachoeirinh a,2079186,HOSP MUN CACHOEIRINHA-MARIO DE M A SILVA,"AV. DEPUTADO EMILIO CARLOS, 3100, VL N CACHOEIRINHA, São Paulo, 02720200",3986-1000
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Casa Verde,3335127,SUPERVISAO TECNICA SAUDE CACHOEIRINHA,"R. FERREIRA DE ALMEIDA, 73, CASA VERDE, São Paulo, 02517150",
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Cachoeirinh a,2752409,SUVIS CASA VERDE/CACHOEIRINHA,"AV. JOÃO MARCELINO BRANCO, 21, VILA NOVA CACHOEIRINHA, São Paulo, 02610-000",3851-5524
SMS,MUNICIPAL,Norte,Casa Verde/ Cachoeirinha,Verde/Cac hoeirinha Casa,Limão,2786710,UBS ADELAIDE LOPES,"AV. CLAVÁSIO ALVES DA SILVA, 683, LIMÃO, São Paulo, 02728030",3936-8370
